cohort_month,month_number,users,retention_rate
2020-11,1,5,21.74
2020-11,1,8,34.78
2020-11,1,7,30.43
2020-11,1,1,4.35
2020-11,1,2,8.7
2020-11,1,2,8.7
2020-11,1,2,8.7
2020-11,1,1,4.35
2020-11,1,3,15.0
2020-11,1,6,30.0
2020-11,1,6,30.0
2020-11,1,4,20.0
2020-11,1,8,40.0
2020-11,1,5,25.0
2020-11,1,7,35.0
2020-11,1,9,45.0
2020-11,1,6,30.0
2020-11,1,11,55.0
2020-11,1,2,10.0
2020-11,1,2,10.0
2020-11,1,6,30.0
2020-11,1,2,10.0
2020-11,1,1,5.0
2020-11,1,8,40.0
2020-11,1,2,10.0
2020-11,1,5,25.0
2020-11,1,1,5.0
2020-11,1,12,60.0
2020-11,1,1,5.0
2020-11,1,3,15.0
2020-11,1,2,10.0
2020-11,1,4,20.0
2020-11,1,1,5.0
2020-11,1,2,10.0
2020-11,1,3,15.0
2020-11,1,2,10.0
2020-11,1,1,5.0
2020-11,1,1,5.0
2020-11,1,6,18.75
2020-11,1,8,25.0
2020-11,1,14,43.75
2020-11,1,2,6.25
2020-11,1,13,40.63
2020-11,1,24,75.0
2020-11,1,2,6.25
2020-11,1,29,90.63
2020-11,1,8,25.0
2020-11,1,3,9.38
2020-11,1,18,56.25
2020-11,1,26,81.25
2020-11,1,12,37.5
2020-11,1,6,18.75
2020-11,1,23,71.88
2020-11,1,3,9.38
2020-11,1,13,40.63
2020-11,1,12,37.5
2020-11,1,21,65.63
2020-11,1,10,31.25
2020-11,1,1,3.13
2020-11,1,6,18.75
2020-11,1,11,34.38
2020-11,1,7,21.88
2020-11,1,13,40.63
2020-11,1,3,9.38
2020-11,1,12,37.5
2020-11,1,2,6.25
2020-11,1,3,9.38
2020-11,1,1,3.13
2020-11,1,1,3.13
2020-11,1,12,25.53
2020-11,1,13,27.66
2020-11,1,19,40.43
2020-11,1,4,8.51
2020-11,1,25,53.19
2020-11,1,28,59.57
2020-11,1,2,4.26
2020-11,1,9,19.15
2020-11,1,28,59.57
2020-11,1,22,46.81
2020-11,1,13,27.66
2020-11,1,9,19.15
2020-11,1,53,112.77
2020-11,1,16,34.04
2020-11,1,33,70.21
2020-11,1,29,61.7
2020-11,1,6,12.77
2020-11,1,17,36.17
2020-11,1,25,53.19
2020-11,1,15,31.91
2020-11,1,4,8.51
2020-11,1,19,40.43
2020-11,1,6,12.77
2020-11,1,12,25.53
2020-11,1,9,19.15
2020-11,1,5,10.64
2020-11,1,1,2.13
2020-11,1,1,2.13
2020-11,1,5,10.64
2020-11,1,3,6.38
2020-11,1,1,2.13
2020-11,1,9,16.36
2020-11,1,12,21.82
2020-11,1,10,18.18
2020-11,1,40,72.73
2020-11,1,6,10.91
2020-11,1,27,49.09
2020-11,1,3,5.45
2020-11,1,23,41.82
2020-11,1,16,29.09
2020-11,1,54,98.18
2020-11,1,24,43.64
2020-11,1,22,40.0
2020-11,1,18,32.73
2020-11,1,7,12.73
2020-11,1,11,20.0
2020-11,1,5,9.09
2020-11,1,3,5.45
2020-11,1,5,9.09
2020-11,1,2,3.64
2020-11,1,13,23.64
2020-11,1,7,12.73
2020-11,1,15,27.27
2020-11,1,3,5.45
2020-11,1,2,3.64
2020-11,1,4,7.27
2020-11,1,11,20.0
2020-11,1,3,5.45
2020-11,1,1,1.82
2020-11,1,6,11.76
2020-11,1,7,13.73
2020-11,1,8,15.69
2020-11,1,6,11.76
2020-11,1,31,60.78
2020-11,1,27,52.94
2020-11,1,9,17.65
2020-11,1,15,29.41
2020-11,1,16,31.37
2020-11,1,12,23.53
2020-11,1,36,70.59
2020-11,1,10,19.61
2020-11,1,13,25.49
2020-11,1,13,25.49
2020-11,1,7,13.73
2020-11,1,26,50.98
2020-11,1,11,21.57
2020-11,1,5,9.8
2020-11,1,9,17.65
2020-11,1,6,11.76
2020-11,1,5,9.8
2020-11,1,4,7.84
2020-11,1,2,3.92
2020-11,1,4,7.84
2020-11,1,3,5.88
2020-11,1,2,3.92
2020-11,1,1,1.96
2020-11,1,3,5.88
2020-11,1,2,3.92
2020-11,1,1,1.96
2020-11,1,8,12.12
2020-11,1,13,19.7
2020-11,1,8,12.12
2020-11,1,27,40.91
2020-11,1,1,1.52
2020-11,1,5,7.58
2020-11,1,13,19.7
2020-11,1,13,19.7
2020-11,1,5,7.58
2020-11,1,14,21.21
2020-11,1,15,22.73
2020-11,1,3,4.55
2020-11,1,31,46.97
2020-11,1,11,16.67
2020-11,1,15,22.73
2020-11,1,17,25.76
2020-11,1,9,13.64
2020-11,1,15,22.73
2020-11,1,10,15.15
2020-11,1,4,6.06
2020-11,1,6,9.09
2020-11,1,7,10.61
2020-11,1,4,6.06
2020-11,1,5,7.58
2020-11,1,3,4.55
2020-11,1,3,4.55
2020-11,1,7,10.61
2020-11,1,2,3.03
2020-11,1,3,4.55
2020-11,1,2,3.03
2020-11,1,9,15.52
2020-11,1,7,12.07
2020-11,1,3,5.17
2020-11,1,25,43.1
2020-11,1,5,8.62
2020-11,1,19,32.76
2020-11,1,19,32.76
2020-11,1,14,24.14
2020-11,1,13,22.41
2020-11,1,34,58.62
2020-11,1,15,25.86
2020-11,1,11,18.97
2020-11,1,5,8.62
2020-11,1,8,13.79
2020-11,1,10,17.24
2020-11,1,3,5.17
2020-11,1,10,17.24
2020-11,1,7,12.07
2020-11,1,3,5.17
2020-11,1,6,10.34
2020-11,1,3,5.17
2020-11,1,5,8.62
2020-11,1,4,6.9
2020-11,1,4,6.9
2020-11,1,3,5.17
2020-11,1,7,12.07
2020-11,1,4,6.9
2020-11,1,3,5.17
2020-11,1,1,1.72
2020-11,1,2,3.45
2020-11,1,2,3.45
2020-11,1,11,9.02
2020-11,1,6,4.92
2020-11,1,24,19.67
2020-11,1,17,13.93
2020-11,1,14,11.48
2020-11,1,18,14.75
2020-11,1,8,6.56
2020-11,1,5,4.1
2020-11,1,11,9.02
2020-11,1,38,31.15
2020-11,1,9,7.38
2020-11,1,6,4.92
2020-11,1,13,10.66
2020-11,1,9,7.38
2020-11,1,2,1.64
2020-11,1,1,0.82
2020-11,1,3,2.46
2020-11,1,5,4.1
2020-11,1,6,4.92
2020-11,1,4,3.28
2020-11,1,4,3.28
2020-11,1,5,4.1
2020-11,1,11,9.02
2020-11,1,4,3.28
2020-11,1,3,2.46
2020-11,1,1,0.82
2020-11,1,1,0.82
2020-11,1,3,2.46
2020-11,1,4,3.28
2020-11,1,10,0.31
2020-11,1,19,0.59
2020-11,1,25,0.78
2020-11,1,79,2.46
2020-11,1,46,1.43
2020-11,1,6,0.19
2020-11,1,24,0.75
2020-11,1,34,1.06
2020-11,1,26,0.81
2020-11,1,9,0.28
2020-11,1,8,0.25
2020-11,1,21,0.65
2020-11,1,202,6.29
2020-11,1,19,0.59
2020-11,1,22,0.69
2020-11,1,35,1.09
2020-11,1,8,0.25
2020-11,1,5,0.16
2020-11,1,21,0.65
2020-11,1,24,0.75
2020-11,1,3,0.09
2020-11,1,8,0.25
2020-11,1,4,0.12
2020-11,1,5,0.16
2020-11,1,5,0.16
2020-11,1,1,0.03
2020-11,1,3,0.09
2020-11,1,1,0.03
2020-11,1,1,0.03
2020-11,1,2,0.06
2020-11,2,2,28.57
2020-11,2,1,14.29
2020-11,2,4,57.14
2020-11,2,1,14.29
2020-11,2,2,28.57
2020-11,2,1,14.29
2020-11,2,2,28.57
2020-11,2,2,28.57
2020-11,2,1,14.29
2020-11,2,1,14.29
2020-11,2,1,14.29
2020-11,2,1,14.29
2020-11,2,3,42.86
2020-11,2,2,28.57
2020-11,2,1,14.29
2020-11,2,3,42.86
2020-11,2,1,14.29
2020-11,2,1,14.29
2020-11,2,2,28.57
2020-11,2,1,14.29
2020-11,2,2,28.57
2020-11,2,6,25.0
2020-11,2,7,29.17
2020-11,2,4,16.67
2020-11,2,3,12.5
2020-11,2,2,8.33
2020-11,2,3,12.5
2020-11,2,4,16.67
2020-11,2,5,20.83
2020-11,2,1,4.17
2020-11,2,7,29.17
2020-11,2,1,4.17
2020-11,2,4,16.67
2020-11,2,5,20.83
2020-11,2,2,8.33
2020-11,2,1,4.17
2020-11,2,3,12.5
2020-11,2,4,16.67
2020-11,2,1,4.17
2020-11,2,4,16.67
2020-11,2,3,12.5
2020-11,2,3,12.5
2020-11,2,2,8.33
2020-11,2,1,4.17
2020-11,2,1,4.17
2020-11,2,1,4.17
2020-11,2,7,7.95
2020-11,2,1,1.14
2020-11,2,5,5.68
2020-11,2,23,26.14
2020-11,2,4,4.55
2020-11,2,8,9.09
2020-11,2,1,1.14
2020-11,2,2,2.27
2020-11,2,2,2.27
2020-11,2,7,7.95
2020-11,2,7,7.95
2020-11,2,6,6.82
2020-11,2,4,4.55
2020-11,2,1,1.14
2020-11,2,2,2.27
2020-11,2,4,4.55
2020-11,2,5,5.68
2020-11,2,3,3.41
2020-11,2,1,1.14
2020-11,2,2,2.27
2020-11,2,1,1.14
2020-11,2,3,3.41
2020-11,2,5,5.68
2020-11,2,6,6.82
2020-11,2,2,2.27
2020-11,2,5,5.68
2020-11,2,2,2.27
2020-11,2,4,4.55
2020-11,2,6,6.82
2020-11,2,1,1.14
2020-11,2,4,21.05
2020-11,2,4,21.05
2020-11,2,5,26.32
2020-11,2,10,52.63
2020-11,2,3,15.79
2020-11,2,5,26.32
2020-11,2,1,5.26
2020-11,2,3,15.79
2020-11,2,5,26.32
2020-11,2,1,5.26
2020-11,2,5,26.32
2020-11,2,7,36.84
2020-11,2,1,5.26
2020-11,2,7,36.84
2020-11,2,2,10.53
2020-11,2,1,5.26
2020-11,2,3,15.79
2020-11,2,5,26.32
2020-11,2,3,15.79
2020-11,2,5,26.32
2020-11,2,4,21.05
2020-11,2,2,10.53
2020-11,2,3,15.79
2020-11,2,3,15.79
2020-11,2,2,10.53
2020-11,2,1,5.26
2020-11,2,1,5.26
2020-11,2,3,15.79
2020-11,2,4,21.05
2020-11,2,5,26.32
2020-11,2,6,31.58
2020-11,2,4,21.05
2020-11,2,1,5.26
2020-11,2,1,5.26
2020-11,2,7,36.84
2020-11,2,2,10.53
2020-11,2,3,15.79
2020-11,2,1,5.26
2020-11,2,4,21.05
2020-11,2,3,15.79
2020-11,2,4,21.05
2020-11,2,5,26.32
2020-11,2,5,26.32
2020-11,2,3,15.79
2020-11,2,2,10.53
2020-11,2,1,5.26
2020-11,2,1,5.26
2020-11,2,2,10.53
2020-11,2,1,5.26
2020-11,2,2,10.53
2020-11,2,1,5.26
2020-11,2,5,45.45
2020-11,2,5,45.45
2020-11,2,2,18.18
2020-11,2,5,45.45
2020-11,2,5,45.45
2020-11,2,5,45.45
2020-11,2,2,18.18
2020-11,2,3,27.27
2020-11,2,2,18.18
2020-11,2,4,36.36
2020-11,2,1,9.09
2020-11,2,2,18.18
2020-11,2,3,27.27
2020-11,2,4,36.36
2020-11,2,5,45.45
2020-11,2,2,18.18
2020-11,2,1,9.09
2020-11,2,2,18.18
2020-11,2,1,9.09
2020-11,2,1,9.09
2020-11,2,1,9.09
2020-11,2,2,18.18
2020-11,2,1,9.09
2020-11,2,4,36.36
2020-11,2,2,18.18
2020-11,2,2,66.67
2020-11,2,1,33.33
2020-11,2,1,33.33
2020-11,2,3,100.0
2020-11,2,1,33.33
2020-11,2,2,66.67
2020-11,2,2,66.67
2020-11,2,2,66.67
2020-11,2,1,33.33
2020-11,2,2,66.67
2020-11,2,1,33.33
2020-11,2,1,33.33
2020-11,2,1,33.33
2020-11,2,1,33.33
2020-11,2,1,33.33
2020-11,2,1,33.33
2020-11,2,1,33.33
2020-11,2,1,33.33
2020-11,2,1,33.33
2020-11,2,1,33.33
2020-11,2,1,33.33
2020-11,2,1,33.33
2020-11,2,1,33.33
2020-11,2,2,66.67
2020-11,2,1,33.33
2020-11,2,2,66.67
2020-11,2,2,66.67
2020-11,2,3,100.0
2020-11,2,2,66.67
2020-11,2,3,100.0
2020-11,2,1,33.33
2020-11,2,4,133.33
2020-11,2,1,33.33
2020-11,2,1,33.33
2020-11,2,1,33.33
2020-11,2,1,33.33
2020-11,2,1,33.33
2020-11,2,1,33.33
2020-11,2,1,33.33
2020-11,2,3,21.43
2020-11,2,4,28.57
2020-11,2,3,21.43
2020-11,2,5,35.71
2020-11,2,2,14.29
2020-11,2,1,7.14
2020-11,2,6,42.86
2020-11,2,3,21.43
2020-11,2,3,21.43
2020-11,2,2,14.29
2020-11,2,3,21.43
2020-11,2,1,7.14
2020-11,2,3,21.43
2020-11,2,4,28.57
2020-11,2,3,21.43
2020-11,2,3,21.43
2020-11,2,2,14.29
2020-11,2,2,14.29
2020-11,2,3,21.43
2020-11,2,1,7.14
2020-11,2,3,21.43
2020-11,2,1,7.14
2020-11,2,2,14.29
2020-11,2,1,7.14
2020-11,2,1,7.14
2020-11,2,1,7.14
2020-11,2,1,7.14
2020-11,2,1,7.14
2020-11,2,2,28.57
2020-11,2,2,28.57
2020-11,2,3,42.86
2020-11,2,2,28.57
2020-11,2,4,57.14
2020-11,2,3,42.86
2020-11,2,3,42.86
2020-11,2,3,42.86
2020-11,2,5,71.43
2020-11,2,3,42.86
2020-11,2,1,14.29
2020-11,2,1,14.29
2020-11,2,2,28.57
2020-11,2,2,28.57
2020-11,2,1,14.29
2020-11,2,1,14.29
2020-11,2,1,14.29
2020-11,2,3,42.86
2020-11,2,2,28.57
2020-11,2,1,14.29
2020-11,2,3,42.86
2020-11,2,1,14.29
2020-11,2,1,14.29
2020-11,2,1,14.29
2020-11,2,2,28.57
2020-11,2,1,14.29
2020-11,2,8,61.54
2020-11,2,5,38.46
2020-11,2,6,46.15
2020-11,2,3,23.08
2020-11,2,1,7.69
2020-11,2,5,38.46
2020-11,2,3,23.08
2020-11,2,2,15.38
2020-11,2,2,15.38
2020-11,2,3,23.08
2020-11,2,7,53.85
2020-11,2,3,23.08
2020-11,2,2,15.38
2020-11,2,1,7.69
2020-11,2,2,15.38
2020-11,2,5,38.46
2020-11,2,4,30.77
2020-11,2,3,23.08
2020-11,2,4,30.77
2020-11,2,3,23.08
2020-11,2,3,23.08
2020-11,2,2,15.38
2020-11,2,3,23.08
2020-11,2,2,15.38
2020-11,2,3,23.08
2020-11,2,3,23.08
2020-11,2,1,7.69
2020-11,2,1,7.69
2020-11,2,3,18.75
2020-11,2,3,18.75
2020-11,2,9,56.25
2020-11,2,4,25.0
2020-11,2,2,12.5
2020-11,2,1,6.25
2020-11,2,1,6.25
2020-11,2,2,12.5
2020-11,2,3,18.75
2020-11,2,4,25.0
2020-11,2,1,6.25
2020-11,2,5,31.25
2020-11,2,4,25.0
2020-11,2,4,25.0
2020-11,2,5,31.25
2020-11,2,3,18.75
2020-11,2,8,50.0
2020-11,2,5,31.25
2020-11,2,4,25.0
2020-11,2,5,31.25
2020-11,2,2,12.5
2020-11,2,3,18.75
2020-11,2,2,12.5
2020-11,2,2,12.5
2020-11,2,2,12.5
2020-11,2,2,12.5
2020-11,2,1,6.25
2020-11,2,2,28.57
2020-11,2,2,28.57
2020-11,2,9,128.57
2020-11,2,9,128.57
2020-11,2,4,57.14
2020-11,2,3,42.86
2020-11,2,4,57.14
2020-11,2,4,57.14
2020-11,2,3,42.86
2020-11,2,4,57.14
2020-11,2,1,14.29
2020-11,2,2,28.57
2020-11,2,2,28.57
2020-11,2,4,57.14
2020-11,2,3,42.86
2020-11,2,3,42.86
2020-11,2,1,14.29
2020-11,2,4,57.14
2020-11,2,4,57.14
2020-11,2,1,14.29
2020-11,2,2,28.57
2020-11,2,2,28.57
2020-11,2,1,14.29
2020-11,2,1,14.29
2020-11,2,1,14.29
2020-11,2,2,16.67
2020-11,2,3,25.0
2020-11,2,1,8.33
2020-11,2,1,8.33
2020-11,2,2,16.67
2020-11,2,1,8.33
2020-11,2,1,8.33
2020-11,2,1,8.33
2020-11,2,4,33.33
2020-11,2,1,8.33
2020-11,2,1,8.33
2020-11,2,1,8.33
2020-11,2,1,8.33
2020-11,2,1,8.33
2020-11,2,2,16.67
2020-11,2,2,16.67
2020-11,2,1,8.33
2020-11,2,1,8.33
2020-11,2,1,11.11
2020-11,2,2,22.22
2020-11,2,1,11.11
2020-11,2,2,22.22
2020-11,2,2,22.22
2020-11,2,2,22.22
2020-11,2,1,11.11
2020-11,2,2,22.22
2020-11,2,1,11.11
2020-11,2,1,11.11
2020-11,2,1,11.11
2020-11,2,2,22.22
2020-11,2,1,11.11
2020-11,2,1,11.11
2020-11,2,1,11.11
2020-11,2,1,11.11
2020-11,2,5,29.41
2020-11,2,3,17.65
2020-11,2,5,29.41
2020-11,2,4,23.53
2020-11,2,5,29.41
2020-11,2,2,11.76
2020-11,2,1,5.88
2020-11,2,2,11.76
2020-11,2,4,23.53
2020-11,2,3,17.65
2020-11,2,4,23.53
2020-11,2,1,5.88
2020-11,2,4,23.53
2020-11,2,1,5.88
2020-11,2,2,11.76
2020-11,2,1,5.88
2020-11,2,2,11.76
2020-11,2,1,5.88
2020-11,2,1,5.88
2020-11,2,1,5.88
2020-11,2,1,5.88
2020-11,2,1,5.88
2020-11,2,1,5.88
2020-11,2,4,19.05
2020-11,2,4,19.05
2020-11,2,1,4.76
2020-11,2,2,9.52
2020-11,2,1,4.76
2020-11,2,4,19.05
2020-11,2,1,4.76
2020-11,2,5,23.81
2020-11,2,7,33.33
2020-11,2,3,14.29
2020-11,2,2,9.52
2020-11,2,2,9.52
2020-11,2,2,9.52
2020-11,2,6,28.57
2020-11,2,1,4.76
2020-11,2,2,9.52
2020-11,2,1,4.76
2020-11,2,4,19.05
2020-11,2,1,4.76
2020-11,2,2,9.52
2020-11,2,1,4.76
2020-11,2,1,4.76
2020-11,2,2,11.76
2020-11,2,5,29.41
2020-11,2,3,17.65
2020-11,2,5,29.41
2020-11,2,2,11.76
2020-11,2,3,17.65
2020-11,2,5,29.41
2020-11,2,5,29.41
2020-11,2,1,5.88
2020-11,2,4,23.53
2020-11,2,4,23.53
2020-11,2,2,11.76
2020-11,2,5,29.41
2020-11,2,2,11.76
2020-11,2,4,23.53
2020-11,2,1,5.88
2020-11,2,4,23.53
2020-11,2,1,5.88
2020-11,2,3,17.65
2020-11,2,9,52.94
2020-11,2,4,23.53
2020-11,2,1,5.88
2020-11,2,2,11.76
2020-11,2,3,17.65
2020-11,2,1,5.88
2020-11,2,2,11.76
2020-11,2,1,5.88
2020-11,2,1,5.88
2020-11,2,1,5.88
2020-11,2,4,17.39
2020-11,2,2,8.7
2020-11,2,4,17.39
2020-11,2,3,13.04
2020-11,2,6,26.09
2020-11,2,4,17.39
2020-11,2,3,13.04
2020-11,2,4,17.39
2020-11,2,3,13.04
2020-11,2,2,8.7
2020-11,2,3,13.04
2020-11,2,2,8.7
2020-11,2,1,4.35
2020-11,2,1,4.35
2020-11,2,3,13.04
2020-11,2,2,8.7
2020-11,2,1,4.35
2020-11,2,1,4.35
2020-11,2,1,4.35
2020-11,2,1,4.35
2020-11,2,1,4.35
2020-11,2,1,4.35
2020-11,2,1,4.35
2020-11,2,3,12.5
2020-11,2,9,37.5
2020-11,2,3,12.5
2020-11,2,4,16.67
2020-11,2,6,25.0
2020-11,2,1,4.17
2020-11,2,5,20.83
2020-11,2,4,16.67
2020-11,2,4,16.67
2020-11,2,3,12.5
2020-11,2,3,12.5
2020-11,2,1,4.17
2020-11,2,3,12.5
2020-11,2,1,4.17
2020-11,2,1,4.17
2020-11,2,1,4.17
2020-11,2,6,25.0
2020-11,2,3,12.5
2020-11,2,1,4.17
2020-11,2,2,8.33
2020-11,2,2,8.33
2020-11,2,3,12.5
2020-11,2,2,8.33
2020-11,2,1,4.17
2020-11,2,1,4.17
2020-11,2,1,4.17
2020-11,2,2,8.7
2020-11,2,3,13.04
2020-11,2,2,8.7
2020-11,2,4,17.39
2020-11,2,3,13.04
2020-11,2,1,4.35
2020-11,2,4,17.39
2020-11,2,2,8.7
2020-11,2,2,8.7
2020-11,2,3,13.04
2020-11,2,2,8.7
2020-11,2,1,4.35
2020-11,2,4,17.39
2020-11,2,1,4.35
2020-11,2,2,8.7
2020-11,2,3,13.04
2020-11,2,1,4.35
2020-11,2,3,13.04
2020-11,2,1,4.35
2020-11,2,1,4.35
2020-11,2,1,4.35
2020-11,2,1,4.35
2020-11,2,2,8.7
2020-11,2,1,5.0
2020-11,2,1,5.0
2020-11,2,1,5.0
2020-11,2,1,5.0
2020-11,2,3,15.0
2020-11,2,1,5.0
2020-11,2,1,5.0
2020-11,2,3,15.0
2020-11,2,1,5.0
2020-11,2,1,5.0
2020-11,2,1,5.0
2020-11,2,2,10.0
2020-11,2,1,5.0
2020-11,2,1,5.0
2020-11,2,1,5.0
2020-11,2,1,5.0
2020-11,2,9,28.13
2020-11,2,1,3.13
2020-11,2,3,9.38
2020-11,2,6,18.75
2020-11,2,3,9.38
2020-11,2,3,9.38
2020-11,2,5,15.63
2020-11,2,2,6.25
2020-11,2,4,12.5
2020-11,2,3,9.38
2020-11,2,8,25.0
2020-11,2,4,12.5
2020-11,2,2,6.25
2020-11,2,5,15.63
2020-11,2,1,3.13
2020-11,2,2,6.25
2020-11,2,2,6.25
2020-11,2,2,6.25
2020-11,2,1,3.13
2020-11,2,4,12.5
2020-11,2,1,3.13
2020-11,2,5,15.63
2020-11,2,2,6.25
2020-11,2,1,3.13
2020-11,2,3,9.38
2020-11,2,2,6.25
2020-11,2,1,3.13
2020-11,2,6,12.77
2020-11,2,3,6.38
2020-11,2,7,14.89
2020-11,2,7,14.89
2020-11,2,3,6.38
2020-11,2,6,12.77
2020-11,2,15,31.91
2020-11,2,4,8.51
2020-11,2,4,8.51
2020-11,2,3,6.38
2020-11,2,5,10.64
2020-11,2,6,12.77
2020-11,2,2,4.26
2020-11,2,4,8.51
2020-11,2,4,8.51
2020-11,2,1,2.13
2020-11,2,5,10.64
2020-11,2,1,2.13
2020-11,2,7,14.89
2020-11,2,7,14.89
2020-11,2,5,10.64
2020-11,2,4,8.51
2020-11,2,2,4.26
2020-11,2,1,2.13
2020-11,2,1,2.13
2020-11,2,2,4.26
2020-11,2,9,16.36
2020-11,2,12,21.82
2020-11,2,5,9.09
2020-11,2,2,3.64
2020-11,2,1,1.82
2020-11,2,4,7.27
2020-11,2,1,1.82
2020-11,2,5,9.09
2020-11,2,4,7.27
2020-11,2,2,3.64
2020-11,2,6,10.91
2020-11,2,3,5.45
2020-11,2,2,3.64
2020-11,2,2,3.64
2020-11,2,3,5.45
2020-11,2,2,3.64
2020-11,2,2,3.64
2020-11,2,3,5.45
2020-11,2,2,3.64
2020-11,2,3,5.45
2020-11,2,3,5.45
2020-11,2,2,3.64
2020-11,2,1,1.82
2020-11,2,1,1.82
2020-11,2,1,1.82
2020-11,2,1,1.82
2020-11,2,3,5.88
2020-11,2,1,1.96
2020-11,2,4,7.84
2020-11,2,1,1.96
2020-11,2,2,3.92
2020-11,2,4,7.84
2020-11,2,3,5.88
2020-11,2,1,1.96
2020-11,2,4,7.84
2020-11,2,2,3.92
2020-11,2,5,9.8
2020-11,2,2,3.92
2020-11,2,2,3.92
2020-11,2,2,3.92
2020-11,2,2,3.92
2020-11,2,3,5.88
2020-11,2,3,5.88
2020-11,2,2,3.92
2020-11,2,1,1.96
2020-11,2,2,3.92
2020-11,2,1,1.96
2020-11,2,1,1.96
2020-11,2,1,1.96
2020-11,2,1,1.96
2020-11,2,1,1.96
2020-11,2,1,1.96
2020-11,2,2,3.03
2020-11,2,3,4.55
2020-11,2,5,7.58
2020-11,2,2,3.03
2020-11,2,4,6.06
2020-11,2,2,3.03
2020-11,2,1,1.52
2020-11,2,2,3.03
2020-11,2,1,1.52
2020-11,2,4,6.06
2020-11,2,1,1.52
2020-11,2,5,7.58
2020-11,2,2,3.03
2020-11,2,2,3.03
2020-11,2,2,3.03
2020-11,2,1,1.52
2020-11,2,1,1.52
2020-11,2,1,1.52
2020-11,2,1,1.52
2020-11,2,1,1.52
2020-11,2,1,1.52
2020-11,2,1,1.52
2020-11,2,1,1.52
2020-11,2,3,5.17
2020-11,2,2,3.45
2020-11,2,3,5.17
2020-11,2,2,3.45
2020-11,2,2,3.45
2020-11,2,5,8.62
2020-11,2,1,1.72
2020-11,2,1,1.72
2020-11,2,3,5.17
2020-11,2,5,8.62
2020-11,2,3,5.17
2020-11,2,1,1.72
2020-11,2,6,10.34
2020-11,2,3,5.17
2020-11,2,2,3.45
2020-11,2,3,5.17
2020-11,2,2,3.45
2020-11,2,1,1.72
2020-11,2,1,1.72
2020-11,2,1,1.72
2020-11,2,2,3.45
2020-11,2,4,6.9
2020-11,2,1,1.72
2020-11,2,4,6.9
2020-11,2,1,1.72
2020-11,2,1,1.72
2020-11,2,1,1.72
2020-11,2,1,1.72
2020-11,2,2,1.64
2020-11,2,2,1.64
2020-11,2,3,2.46
2020-11,2,1,0.82
2020-11,2,2,1.64
2020-11,2,2,1.64
2020-11,2,3,2.46
2020-11,2,2,1.64
2020-11,2,3,2.46
2020-11,2,2,1.64
2020-11,2,2,1.64
2020-11,2,1,0.82
2020-11,2,2,1.64
2020-11,2,1,0.82
2020-11,2,1,0.82
2020-11,2,1,0.82
2020-11,2,1,0.82
2020-11,2,1,0.82
2020-11,2,2,1.64
2020-11,2,1,0.82
2020-11,2,1,0.82
2020-11,2,1,0.82
2020-11,2,2,1.64
2020-11,2,3,0.09
2020-11,2,3,0.09
2020-11,2,8,0.25
2020-11,2,5,0.16
2020-11,2,2,0.06
2020-11,2,3,0.09
2020-11,2,2,0.06
2020-11,2,3,0.09
2020-11,2,5,0.16
2020-11,2,6,0.19
2020-11,2,8,0.25
2020-11,2,8,0.25
2020-11,2,1,0.03
2020-11,2,3,0.09
2020-11,2,3,0.09
2020-11,2,2,0.06
2020-11,2,3,0.09
2020-11,2,4,0.12
2020-11,2,1,0.03
2020-11,2,4,0.12
2020-11,2,1,0.03
2020-11,2,3,0.09
2020-11,2,2,0.06
2020-11,2,1,0.03
2020-11,2,1,0.03
2020-11,2,1,0.03
2020-12,0,7,100.0
2020-12,0,8,114.29
2020-12,0,18,257.14
2020-12,0,27,385.71
2020-12,0,20,285.71
2020-12,0,207,2957.14
2020-12,0,9,128.57
2020-12,0,7,100.0
2020-12,0,81,1157.14
2020-12,0,8,114.29
2020-12,0,23,328.57
2020-12,0,4,57.14
2020-12,0,51,728.57
2020-12,0,36,514.29
2020-12,0,17,242.86
2020-12,0,22,314.29
2020-12,0,3480,49714.29
2020-12,0,3,42.86
2020-12,0,19,271.43
2020-12,0,30,428.57
2020-12,0,40,571.43
2020-12,0,9,128.57
2020-12,0,15,214.29
2020-12,0,39,557.14
2020-12,0,3,42.86
2020-12,0,9,128.57
2020-12,0,5,71.43
2020-12,0,2,28.57
2020-12,0,4,57.14
2020-12,0,3,42.86
2020-12,0,1,14.29
2020-12,0,16,100.0
2020-12,0,20,125.0
2020-12,0,10,62.5
2020-12,0,3,18.75
2020-12,0,26,162.5
2020-12,0,6,37.5
2020-12,0,3307,20668.75
2020-12,0,237,1481.25
2020-12,0,36,225.0
2020-12,0,82,512.5
2020-12,0,48,300.0
2020-12,0,3,18.75
2020-12,0,29,181.25
2020-12,0,27,168.75
2020-12,0,50,312.5
2020-12,0,11,68.75
2020-12,0,10,62.5
2020-12,0,37,231.25
2020-12,0,5,31.25
2020-12,0,5,31.25
2020-12,0,10,62.5
2020-12,0,16,100.0
2020-12,0,28,175.0
2020-12,0,3,18.75
2020-12,0,3,18.75
2020-12,0,13,81.25
2020-12,0,3,18.75
2020-12,0,1,6.25
2020-12,0,3,18.75
2020-12,0,4,25.0
2020-12,0,14,100.0
2020-12,0,21,150.0
2020-12,0,27,192.86
2020-12,0,11,78.57
2020-12,0,14,100.0
2020-12,0,8,57.14
2020-12,0,8,57.14
2020-12,0,3634,25957.14
2020-12,0,60,428.57
